aubrey_identifier,aubrey_manifestations,aubrey_filesets,has_ocr_text,dc_type,dc_language,untl_collection,untl_institution,str_title_serial,display_title
ark:/67531/metapth1139479,1,2,false,image_postcard,eng,ROYELD,SJAZZ,,Postcard: Flowers of Paraguay
ark:/67531/metapth1139435,1,2,false,image_postcard,eng,SG17,CTRM,,[Cattle Grazing in Pasture]
ark:/67531/metapth1139397,1,2,false,image_postcard,eng,SG17,CTRM,,[Will Rogers Postcard]
ark:/67531/metapth1139429,1,2,false,image_postcard,eng,SG17,CTRM,,[Wallace D. Coburn and Charley Russel with Horse]
ark:/67531/metapth701981,1,2,false,image_postcard,"fre,eng",ABCM,HPUL,Leslie A. Boone Postcard Collection,"[Postcard of Ruined Quarter of Peronne, Somme]"
ark:/67531/metapth701985,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Alaska Native Baskets]
ark:/67531/metapth701986,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,"[Postcard of Summerville near Charleston, South Carolina]"
ark:/67531/metapth701989,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Bridge Over Pitchfork Falls]
ark:/67531/metapth701990,1,2,false,image_postcard,fre,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Harbor Lighthouses at Saint-Nazaire]
ark:/67531/metapth701993,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Mount Mitchell Rail Road]
ark:/67531/metapth701996,1,2,false,image_postcard,fre,ABCM,HPUL,Leslie A. Boone Postcard Collection,"[Postcard of St. Martin's Basilica in Tours, France]"
ark:/67531/metapth701788,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Alaska Natives Around Cooking Fire]
ark:/67531/metapth701811,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,"[Postcard of Museum in Victoria, B.C., Canada]"
ark:/67531/metapth701819,1,2,false,image_postcard,"fre,eng",ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Rue Porte de Crouy in Ruins]
ark:/67531/metapth701822,1,2,false,image_postcard,fre,ABCM,HPUL,Leslie A. Boone Postcard Collection,[Postcard of Tours Cathedral and Canal]
ark:/67531/metapth701823,1,2,false,image_postcard,eng,ABCM,HPUL,Leslie A. Boone Postcard Collection,"[Postcard of Main Street in Natchez, Mississippi]"
